children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
1,-9202.016708,48,secondary,1,married,0,F,employee,0,870.13,education
2,-356.939929,39,secondary,1,married,0,M,employee,0,1751.47,to buy your own car
0,-4456.964136,36,secondary,1,married,0,M,employee,0,2894.85,education
0,-1783.631743,26,secondary,1,single,4,M,employee,1,1212.27,specialized education
0,355035.1018,51,secondary,1,widower/widow,2,F,retiree,0,526.14,commercial real estate purchase
0,,42,secondary,1,divorced,3,F,employee,0,,education
2,-327.390801,36,secondary,1,married,0,M,companion,0,2156.87,further education
0,,50,secondary,1,married,0,F,employee,0,,cars
1,-1864.165614,34,higher,0,married,0,M,civil servant,0,3608.04,housing
0,-3415.557653,38,higher,0,divorced,3,M,employee,1,2311.13,house renovation
1,-583.1863885,35,secondary,1,civil marriage,1,M,employee,0,2075.39,wedding
3,-221.8140819,38,secondary,1,married,0,M,civil servant,0,2214.26,further education
0,-5798.359203,32,secondary,1,civil marriage,1,F,employee,0,671.62,for weddings
1,-2937.462116,45,higher,0,divorced,3,F,employee,0,4154.2,real estate
1,-1357.837423,27,secondary,1,married,0,F,employee,0,1161.22,real estate
0,352858.2052,69,elementary,3,married,0,F,retiree,0,1226.19,education
0,361524.775,55,secondary,1,widower/widow,2,F,retiree,0,1899.62,higher education
2,-6757.484244,41,higher,0,civil marriage,1,F,employee,0,1080.49,for weddings
0,-438.9508437,55,secondary,1,married,0,F,employee,0,1783.5,property transactions
0,-1529.778219,56,secondary,1,married,0,F,employee,0,2678.15,housing
1,-536.641631,26,secondary,1,divorced,3,F,companion,0,1708.22,private real estate development
2,-3896.705122,25,secondary,1,single,4,F,civil servant,0,1746.27,Buying a house to rent
0,-477.195425,40,secondary,1,divorced,3,F,employee,0,2492.87,dealing with a used car
0,-3464.010059,47,secondary,1,married,0,F,employee,1,1177.65,specialized education
0,,61,higher,0,married,0,M,employee,0,,dealing with a used car
0,-228.9982233,43,incomplete higher,2,single,4,F,companion,0,3561.92,to buy your own car
1,-1851.200013,36,higher,0,civil marriage,1,F,employee,0,16078.51,commercial real estate purchase
0,-14103.86341,56,secondary,1,married,0,M,employee,0,1844.14,commercial real estate transactions
0,,52,incomplete higher,2,civil marriage,1,F,companion,0,,house buying for the family
0,396046.5022,62,secondary,1,widower/widow,2,F,retiree,0,1421.78,further education
1,-4122.460569,45,higher,0,married,0,F,employee,0,2851.3,commercial real estate transactions
1,-684.5865927,37,secondary,1,divorced,3,F,employee,1,1017.22,higher education
0,-742.2010822,0,secondary,1,civil marriage,1,F,companion,0,2486.4,car purchase
1,-3020.589252,29,secondary,1,married,0,F,employee,0,616.48,real estate
2,-927.0468806,43,secondary,1,married,0,M,employee,1,1266.28,further education
0,-1068.272944,40,secondary,1,married,0,M,companion,0,1919.45,real estate transactions
1,-2306.178097,28,secondary,1,married,0,F,employee,0,2072.84,own car
1,367794.3252,62,secondary,1,civil marriage,1,F,retiree,0,1100.54,for weddings
0,-5078.550816,29,secondary,1,divorced,3,F,civil servant,0,1034.34,commercial real estate purchase
0,-2397.072981,40,secondary,1,married,0,M,employee,0,3536.79,house renovation
0,-148.3720469,44,higher,0,married,0,M,employee,1,994.43,car
0,-4475.481437,36,higher,0,married,0,M,employee,0,4829.73,to buy your own car
2,-4228.648577,41,secondary,1,married,0,F,employee,0,2547.07,car purchase
1,,53,secondary,1,married,0,F,employee,0,,purchase of real estate
0,,42,secondary,1,married,0,F,companion,0,,higher education
0,,33,SECONDARY,1,civil marriage,1,M,employee,0,,dealing with a used car
0,,55,secondary,1,married,0,F,civil servant,0,,Buying a house to rent
0,-3402.712741,47,secondary,1,married,0,F,employee,0,1106.36,house purchase
2,-1241.82068,26,Secondary,1,married,0,F,employee,1,1002.92,cars
0,-3506.868862,66,higher,0,single,4,F,companion,0,2289.04,property transactions
0,-279.6300443,27,secondary,1,civil marriage,1,F,companion,0,2050.28,for weddings
0,-2315.37085,42,secondary,1,civil marriage,1,M,companion,0,1739.91,dealing with a used car
0,-2392.887051,51,SECONDARY,1,married,0,M,employee,0,3350.83,real estate transactions
0,-494.2029904,27,higher,0,single,4,M,employee,0,2513.57,real estate purchase
0,-3158.059678,51,secondary,1,married,0,M,companion,0,2290.97,property transactions
0,-1791.040318,44,secondary,1,single,4,M,employee,0,2303.14,car purchase
0,-1183.505538,22,secondary,1,civil marriage,1,M,employee,0,2012.13,wedding
1,-2932.077375,31,secondary,1,married,0,M,companion,0,1401.55,house purchase
1,-3400.442001,48,secondary,1,single,4,F,companion,0,2071.2,residential real estate construction
0,381430.4276,60,secondary,1,widower/widow,2,F,retiree,1,2306.38,education
0,,63,secondary,1,divorced,3,F,retiree,0,,private real estate development
1,-690.0449506,45,Higher,0,married,0,F,employee,0,1669.36,house purchase
2,-5437.303642,41,higher,0,civil marriage,1,F,employee,0,2091.1,money for the wedding
0,-523.1511463,36,HIGHER,0,single,4,M,employee,0,4626.24,purchase of real estate
-1,-3438.463024,59,secondary,1,married,0,F,employee,0,2748.43,real estate transaction
1,-5368.461854,45,SECONDARY,1,married,0,F,employee,0,981.4,cars
2,-4245.519792,30,secondary,1,married,0,F,companion,0,1705.83,further education
0,347001.0366,60,secondary,1,married,0,M,retiree,0,2061.9,higher education
1,-935.5791167,39,higher,0,married,0,F,employee,0,2047.98,used car purchase
1,-1575.869943,45,secondary,1,married,0,F,employee,0,1711.52,real estate transaction
0,,46,secondary,1,civil marriage,1,F,employee,0,,real estate transactions
1,,62,secondary,1,married,0,F,employee,0,,real estate transaction
0,,47,SECONDARY,1,married,0,F,companion,0,,real estate purchase
0,-1581.687051,46,incomplete higher,2,married,0,F,companion,0,1519.22,house renovation
0,-1668.341542,41,secondary,1,married,0,F,civil servant,0,3569.06,real estate transaction
0,398800.8965,63,secondary,1,married,0,M,retiree,0,1183.36,house purchase
0,-206.0133678,25,higher,0,single,4,F,employee,0,1682.36,to buy your own car
0,-1459.678699,34,secondary,1,divorced,3,F,employee,0,3032.13,Buying a house to rent
0,370324.8556,64,secondary,1,single,4,F,retiree,0,1408.24,Buying a house to rent
1,-2493.044167,52,SECONDARY,1,married,0,M,companion,0,1678.82,commercial real estate transactions
0,-1330.43908,27,secondary,1,civil marriage,1,M,employee,0,2069.32,residential real estate construction
2,-1188.289712,37,Secondary,1,married,0,F,employee,0,1865.39,house purchase
2,-200.4079538,41,secondary,1,married,0,F,companion,0,2734.87,real estate construction
0,-206.3949935,49,secondary,1,single,4,M,employee,0,1733.76,residential real estate construction
1,-3374.111294,27,incomplete higher,2,married,0,F,companion,0,2390.22,higher education
1,-3273.749706,41,secondary,1,married,0,M,employee,0,1461.07,real estate transaction
2,-1570.549559,34,secondary,1,single,4,F,employee,0,1427.88,house purchase
0,389557.3401,53,higher,0,married,0,F,retiree,0,1609.96,cars
0,384760.853,59,secondary,1,married,0,F,retiree,0,827.12,own car
1,-241.30533,32,secondary,1,married,0,F,companion,0,1277.57,commercial real estate transactions
0,-932.9086869,34,incomplete higher,2,single,4,F,companion,0,1762,used car purchase
0,-871.3238146,49,higher,0,married,0,M,employee,0,1958.75,education
1,-1330.281901,41,higher,0,married,0,F,employee,0,990.17,to buy your own car
2,-3037.259074,28,SECONDARY,1,married,0,F,companion,0,1575.89,private real estate development
0,-5280.437681,51,secondary,1,married,0,F,companion,0,1184.99,real estate transactions
0,,57,secondary,1,married,0,F,retiree,0,,residential real estate construction
0,-4666.978548,49,secondary,1,married,0,F,employee,0,957.58,house purchase
1,-2240.06111,43,secondary,1,married,0,F,companion,0,3295.22,house buying for the family
2,-3835.156847,31,higher,0,married,0,F,civil servant,0,1224.12,real estate transactions
0,-1114.059118,47,higher,0,civil marriage,1,F,employee,0,2638.84,pursue higher education
0,-4009.567103,49,secondary,1,married,0,M,employee,0,1105.8,own car
3,-2336.129252,30,higher,0,married,0,F,employee,0,2020.75,purchase of real estate
1,-1598.664181,39,secondary,1,married,0,M,companion,0,2552.6,property transactions
0,-476.2882517,38,secondary,1,married,0,F,employee,0,1630.11,house purchase
0,-648.6512129,28,higher,0,single,4,F,employee,0,1237.18,further education
1,-559.6118593,51,secondary,1,divorced,3,F,employee,0,1132.02,Buying a house to rent
0,335074.2524,62,secondary,1,married,0,M,retiree,0,2063.97,property transactions
0,-3176.655034,39,higher,0,married,0,F,civil servant,0,3536.48,house purchase
3,335188.6868,38,secondary,1,married,0,F,retiree,0,1302.59,housing
0,391925.4202,55,secondary,1,married,0,F,retiree,0,1228.08,real estate transaction
0,332281.6297,59,higher,0,married,0,F,retiree,1,3029.84,real estate transaction
0,-1213.563878,33,Secondary,1,civil marriage,1,M,employee,1,7955.44,commercial real estate transactions
0,329416.8742,71,SECONDARY,1,widower/widow,2,F,retiree,0,492.58,purchase of real estate
1,-11785.13993,60,secondary,1,widower/widow,2,F,civil servant,0,1166.35,house purchase
1,-4373.28419,52,higher,0,single,4,F,companion,0,8021.65,Buying a house to rent
2,-507.3183413,33,HIGHER,0,married,0,F,employee,0,1992.42,real estate transaction
2,-1165.408098,32,higher,0,married,0,F,employee,0,1931.51,house buying for the family
0,-221.7113868,38,secondary,1,civil marriage,1,M,companion,0,3276.43,higher education
0,-2270.1564,23,secondary,1,married,0,F,employee,0,1243.51,house buying for the family
0,-254.619598,36,secondary,1,civil marriage,1,M,companion,0,1013.01,wedding
0,-730.4095646,63,secondary,1,divorced,3,F,companion,0,1883.32,pursue higher education
0,-1734.742192,54,secondary,1,married,0,F,employee,0,1659.07,house renovation
0,,50,Secondary,1,married,0,F,retiree,0,,Buying a house to rent
0,-495.3484637,57,secondary,1,single,4,M,employee,0,1222.22,commercial real estate transactions
0,,53,higher,0,married,0,F,retiree,0,,real estate transaction
0,-1832.869678,52,secondary,1,single,4,F,companion,0,2150.81,purchase of real estate
0,-2392.724485,36,secondary,1,married,0,F,employee,0,1493,real estate
0,-1523.553348,45,secondary,1,civil marriage,1,M,employee,1,1429.85,wedding
0,-4818.374895,59,higher,0,civil marriage,1,M,employee,0,3979.93,for weddings
0,-601.6424977,37,higher,0,divorced,3,F,employee,0,1877.68,house purchase
0,385905.9209,60,secondary,1,widower/widow,2,F,retiree,0,3435.43,to buy your own car
0,378398.5865,63,secondary,1,civil marriage,1,F,retiree,0,1517,wedding
0,-1051.515372,40,secondary,1,married,0,M,employee,0,1271.62,house renovation
0,-3715.972369,42,secondary,1,married,0,M,civil servant,0,1779.1,residential real estate construction
2,-4277.229432,47,secondary,1,divorced,3,F,civil servant,0,2717.9,education
0,342842.7393,55,secondary,1,single,4,F,retiree,0,1561.73,house purchase
1,-1187.044374,33,secondary,1,married,0,F,employee,0,2134.62,used car purchase
0,340144.6733,67,secondary,1,married,0,M,retiree,0,2144.53,housing
0,-832.8472296,41,secondary,1,divorced,3,F,employee,1,1226.19,real estate construction
2,-1832.649391,39,secondary,1,married,0,F,companion,0,1502.22,residential real estate construction
0,394383.916,56,Secondary,1,married,0,F,retiree,0,5185.48,getting additional education
1,-469.1088609,33,higher,0,married,0,F,employee,1,924.75,housing
1,-1980.79114,49,higher,0,civil marriage,1,F,employee,0,2514.16,wedding
0,-2190.422533,38,secondary,1,civil marriage,1,M,employee,0,2671.74,car purchase
0,-191.9242786,36,higher,0,single,4,F,companion,0,3032.81,purchase of real estate
1,-699.4853677,24,secondary,1,single,4,F,companion,0,1717.54,real estate construction
0,,64,higher,0,married,0,F,retiree,0,,housing
0,335544.294,55,higher,0,married,0,F,retiree,0,1499.15,car
0,-8800.577884,60,higher,0,civil marriage,1,F,employee,0,2004.18,property transactions
0,-3453.437905,45,secondary,1,married,0,F,companion,0,3076.58,private real estate development
0,-682.7869946,56,SECONDARY,1,married,0,M,employee,0,2206.73,commercial real estate transactions
0,374850.3883,56,secondary,1,married,0,F,retiree,0,1270.25,house purchase
1,-1239.396885,23,secondary,1,civil marriage,1,F,employee,0,577.45,wedding
0,,32,secondary,1,civil marriage,1,F,employee,0,,further education
0,-1931.825777,43,secondary,1,married,0,M,civil servant,0,4954.67,real estate transaction
2,,34,higher,0,married,0,F,civil servant,0,,commercial real estate purchase
0,-9985.407519,50,secondary,1,single,4,F,employee,0,1244.64,own car
0,-3686.839198,61,secondary,1,married,0,M,employee,0,2655.41,further education
1,-3976.904933,31,secondary,1,civil marriage,1,M,companion,0,3917.94,money for the wedding
1,,25,higher,0,married,0,F,employee,0,,house renovation
0,-197.9647507,23,Secondary,1,civil marriage,1,F,companion,0,1502.75,wedding
1,-13065.11965,57,Secondary,1,single,4,F,employee,0,3691.97,real estate
0,-568.4489661,45,higher,0,married,0,M,employee,0,2983.54,purchase of real estate
1,-3761.058544,30,higher,0,married,0,F,companion,0,3679.83,pursue higher education
0,-1449.496243,30,HIGHER,0,civil marriage,1,F,companion,1,1030.72,private real estate development
0,330090.0163,53,secondary,1,married,0,F,retiree,0,1845.04,property transactions
0,395952.904,58,incomplete higher,2,married,0,F,retiree,0,804.64,education
0,-547.9013551,43,secondary,1,married,0,F,companion,0,3549.57,property transactions
0,-988.1535564,32,secondary,1,married,0,M,companion,1,2576.37,real estate transactions
0,,57,secondary,1,married,0,F,retiree,0,,car purchase
0,-6538.318379,55,SECONDARY,1,civil marriage,1,M,employee,0,1749.47,motor vehicle deal
0,-203.4031496,32,higher,0,single,4,M,companion,0,2366.37,commercial real estate transactions
2,-1006.565216,32,secondary,1,married,0,M,companion,1,2367.44,higher education
1,,41,Higher,0,civil marriage,1,F,companion,0,,real estate construction
0,-1675.410036,51,secondary,1,married,0,F,civil servant,0,1046.75,to buy your own car
0,-14420.00518,67,higher,0,civil marriage,1,F,employee,0,2225.92,money for the wedding
0,-5408.106424,51,secondary,1,married,0,F,companion,0,4298.14,further education
0,,56,secondary,1,civil marriage,1,F,retiree,0,,car
0,-1374.593137,38,higher,0,married,0,F,companion,0,6808.49,house purchase
2,-4028.843041,31,higher,0,married,0,M,civil servant,0,2315.24,getting additional education
0,,33,higher,0,single,4,F,companion,0,,used car purchase
0,-449.1108624,54,secondary,1,civil marriage,1,F,employee,0,2895.45,wedding
0,-318.4460557,49,secondary,1,married,0,M,companion,0,3169,commercial real estate transactions
0,-1769.534329,47,incomplete higher,2,married,0,M,companion,0,1874.81,higher education
0,,55,higher,0,married,0,F,employee,0,,education
0,-353.9484154,54,secondary,1,married,0,F,employee,1,981.69,real estate
2,-217.553911,38,secondary,1,divorced,3,F,employee,0,1047.97,further education
0,-346.3171174,35,higher,0,married,0,F,companion,0,2312.67,real estate
0,-3610.581955,55,secondary,1,widower/widow,2,F,employee,0,1438.31,car purchase
1,-4546.360761,32,secondary,1,married,0,F,employee,0,2312.45,house buying for the family
0,385336.4691,58,secondary,1,married,0,F,retiree,0,728.67,commercial real estate transactions
2,,34,secondary,1,civil marriage,1,M,employee,0,,money for the wedding
1,-2315.352128,29,secondary,1,single,4,M,employee,0,2715.51,car purchase
2,-1012.180408,34,incomplete higher,2,civil marriage,1,F,employee,0,1732.12,to buy your own car
0,,22,higher,0,civil marriage,1,F,employee,1,,for weddings
0,-2573.02434,24,secondary,1,single,4,M,companion,0,8234.43,housing
0,-2255.214465,56,higher,0,civil marriage,1,M,employee,0,2014.58,money for the wedding
0,,43,secondary,1,married,0,F,employee,0,,to buy your own car
1,-347.4910155,40,HIGHER,0,married,0,F,employee,0,1859.92,specialized education
0,344393.2469,59,elementary,3,married,0,F,retiree,0,1348.76,property transactions
0,-6322.887452,42,secondary,1,single,4,F,companion,0,1489.89,car purchase
0,-817.4764839,33,secondary,1,single,4,M,companion,0,1887.18,residential real estate construction
0,-4479.089234,57,Secondary,1,married,0,M,employee,0,568.59,pursue higher education
1,-196.1437304,26,secondary,1,civil marriage,1,F,employee,0,1185.86,real estate purchase
0,-148.7055056,54,secondary,1,divorced,3,M,employee,1,1638.65,house buying for the family
0,-1112.569742,44,secondary,1,married,0,M,employee,0,2432.74,purchase of real estate
0,-4072.747749,39,secondary,1,married,0,M,employee,0,1754.75,private real estate development
0,-568.9150149,31,secondary,1,divorced,3,F,employee,0,1761.73,cars
0,-664.5884705,31,Secondary,1,married,0,F,employee,0,1420.32,pursue higher education
0,-1405.880408,26,higher,0,single,4,F,companion,0,2207.05,car purchase
1,-9240.247174,52,higher,0,married,0,F,companion,0,2083.43,house purchase
0,-765.3210119,49,secondary,1,married,0,M,employee,0,1733.86,used car purchase
3,-3717.982328,34,higher,0,married,0,F,companion,0,2501.02,property transactions
2,-1831.706745,26,incomplete higher,2,civil marriage,1,F,employee,0,1023.18,for weddings
0,,52,secondary,1,single,4,F,retiree,1,,car
0,394382.6436,57,secondary,1,married,0,F,retiree,0,1729.41,commercial real estate transactions
0,339187.2266,70,secondary,1,married,0,F,retiree,0,375.95,education
0,-3951.379078,50,higher,0,married,0,M,companion,0,5058.7,real estate construction
2,-4388.87027,47,Secondary,1,married,0,M,employee,0,2737.13,to buy your own car
1,-1080.575973,43,secondary,1,married,0,M,employee,0,1196.57,specialized education
2,-991.0664628,33,secondary,1,married,0,M,employee,0,1373.19,real estate transaction
0,-963.1631312,25,secondary,1,civil marriage,1,M,employee,0,919.04,for weddings
0,372233.8039,55,secondary,1,married,0,F,retiree,0,1088.52,Buying a house to rent
-1,-1048.782203,30,higher,0,civil marriage,1,F,companion,0,4020.05,car purchase
1,-2741.407795,37,higher,0,married,0,F,companion,0,1825.99,real estate construction
0,342788.719,68,secondary,1,married,0,F,retiree,0,949.46,pursue higher education
0,-932.3010414,43,higher,0,married,0,M,companion,0,6499.43,specialized education
0,,40,secondary,1,married,0,F,civil servant,0,,education
0,-1073.109945,27,Higher,0,civil marriage,1,F,companion,0,5069.86,wedding
0,-2103.410292,55,secondary,1,married,0,M,employee,0,2179.61,private real estate development
2,-329.7292687,37,higher,0,married,0,M,employee,0,2918.23,motor vehicle deal
3,-4027.686837,32,SECONDARY,1,married,0,F,employee,0,2033.14,commercial real estate transactions
1,-415.1380547,27,secondary,1,married,0,M,employee,0,970.31,Buying a house to rent
1,-860.0332486,48,secondary,1,married,0,F,employee,0,1292.49,house purchase
0,395146.2537,60,SECONDARY,1,married,0,F,retiree,0,2266.52,house buying for the family
1,,46,secondary,1,civil marriage,1,M,employee,0,,for weddings
0,-986.932383,26,higher,0,civil marriage,1,F,employee,0,4097.56,for weddings
1,-598.9375733,43,HIGHER,0,civil marriage,1,F,employee,0,2273.98,house renovation
2,-3272.821046,29,secondary,1,married,0,F,employee,0,1555.14,house renovation
0,-3721.682379,44,higher,0,single,4,M,employee,0,1433.77,further education
0,-670.5910051,27,higher,0,married,0,M,civil servant,0,3238.2,house renovation
0,-378.1370141,33,higher,0,married,0,M,employee,0,3399.18,specialized education
2,-2486.862957,27,SECONDARY,1,married,0,M,employee,0,1357.79,private real estate development
0,-5998.294433,58,Higher,0,civil marriage,1,F,companion,0,3726.72,wedding
1,-223.7095447,0,incomplete higher,2,civil marriage,1,M,employee,0,3200.88,money for the wedding
0,,36,higher,0,single,4,F,companion,0,,motor vehicle deal
2,-801.6290882,32,Secondary,1,married,0,F,employee,0,3708.53,house purchase
0,-840.4199477,52,secondary,1,married,0,F,civil servant,0,2111.87,higher education
1,-811.6951788,35,higher,0,civil marriage,1,F,employee,0,2560.1,wedding
0,-1598.219114,35,HIGHER,0,single,4,F,employee,0,1554.84,higher education
2,-697.8515738,54,secondary,1,single,4,M,employee,0,1005.37,housing
0,-85.27966797,37,secondary,1,civil marriage,1,F,employee,1,889.16,money for the wedding
2,-899.7049018,33,secondary,1,married,0,M,employee,1,1923.69,car purchase
0,345640.8709,52,higher,0,widower/widow,2,F,retiree,0,1226.63,getting additional education
0,-824.7011719,23,higher,0,married,0,F,companion,0,1268.31,own car
0,-2389.817282,43,secondary,1,married,0,F,civil servant,0,3214.12,private real estate development
0,,63,secondary,1,married,0,M,employee,0,,education
1,-3096.815932,36,Higher,0,married,0,F,companion,0,1344.66,real estate purchase
2,-1222.158973,41,higher,0,married,0,F,employee,0,3400.76,education
0,-4910.562825,44,higher,0,married,0,F,employee,0,1116.19,real estate construction
0,-815.2993913,39,secondary,1,single,4,M,companion,1,1975.63,residential real estate construction
0,-705.0476901,35,higher,0,married,0,F,employee,0,1882.38,education
0,-765.7312735,29,higher,0,civil marriage,1,M,companion,0,2413.03,for weddings
0,-165.58815,23,secondary,1,single,4,F,companion,0,2088.32,education
0,-8086.271536,42,secondary,1,civil marriage,1,F,employee,0,806.49,house buying for the family
0,-2655.330936,31,higher,0,civil marriage,1,M,companion,0,1769.91,dealing with a used car
0,-900.2775866,54,higher,0,married,0,F,companion,0,1776.02,education
0,347451.4669,60,secondary,1,married,0,F,retiree,0,932.5,commercial real estate transactions
0,337165.3589,60,higher,0,married,0,F,retiree,0,707.84,used car purchase
0,-1628.837718,42,secondary,1,married,0,F,companion,0,994.68,commercial real estate transactions
0,351051.5552,60,secondary,1,widower/widow,2,F,retiree,0,2367.75,real estate transactions
1,390160.5934,64,secondary,1,civil marriage,1,F,retiree,0,1393.13,for weddings
0,-1987.052734,33,secondary,1,married,0,M,employee,0,4020.57,motor vehicle deal
0,378103.242,64,secondary,1,civil marriage,1,M,retiree,0,1585.91,for weddings
0,-2212.479625,46,Secondary,1,single,4,F,civil servant,0,1416.02,housing
0,,37,higher,0,single,4,M,employee,0,,real estate transactions
0,-2541.468697,54,secondary,1,widower/widow,2,F,companion,0,2551.73,private real estate development
0,377516.108,71,secondary,1,married,0,M,retiree,0,1037.77,further education
0,,51,secondary,1,married,0,F,employee,0,,car purchase
0,344923.2586,55,Secondary,1,married,0,F,retiree,0,2788.14,own car
0,379942.512,68,Secondary,1,single,4,M,retiree,0,1151.42,car purchase
0,-1447.01245,32,higher,0,single,4,F,companion,0,1178.2,getting additional education
1,-575.1544414,41,HIGHER,0,divorced,3,F,employee,0,1595.7,further education
2,-1725.162012,28,secondary,1,married,0,F,companion,0,1209.91,real estate construction
0,-1229.012927,50,secondary,1,divorced,3,F,employee,0,1045.42,motor vehicle deal
0,-794.66635,35,secondary,1,civil marriage,1,F,employee,0,1527.79,money for the wedding
1,-2057.506674,36,higher,0,married,0,F,companion,1,4362.66,house purchase
0,-70.78152769,32,higher,0,married,0,F,employee,0,2218.84,real estate
0,368528.9314,59,secondary,1,widower/widow,2,F,retiree,0,1725.55,pursue higher education
2,-1228.638682,29,secondary,1,married,0,F,employee,0,1292.79,car
1,-1326.982202,27,higher,0,married,0,F,employee,0,2190.76,property transactions
0,370712.0609,51,secondary,1,married,0,F,retiree,0,1721.53,real estate construction
0,-3089.115713,43,secondary,1,civil marriage,1,F,employee,0,2049.61,purchase of real estate
0,-1786.851812,53,higher,0,widower/widow,2,F,companion,0,2233.45,house renovation
1,-4924.851866,40,incomplete higher,2,married,0,F,civil servant,0,2300.78,house purchase
0,-1005.861909,47,higher,0,civil marriage,1,F,civil servant,0,2469.22,wedding
0,,63,secondary,1,married,0,F,retiree,0,,motor vehicle deal
0,-1780.96735,26,secondary,1,single,4,M,employee,0,1084.76,commercial real estate purchase
2,,40,secondary,1,married,0,M,companion,0,,education
0,389951.6679,61,secondary,1,married,0,F,retiree,0,2707.43,private real estate development
0,-2596.03011,44,incomplete higher,2,civil marriage,1,F,companion,0,2479.35,commercial real estate transactions
0,373084.4729,59,secondary,1,widower/widow,2,F,retiree,0,847.57,higher education
0,-2412.592209,26,higher,0,civil marriage,1,M,civil servant,0,2569.61,for weddings
0,,59,incomplete higher,2,married,0,F,retiree,0,,house purchase
0,-299.5301788,54,secondary,1,single,4,F,companion,0,2026.76,higher education
0,-2128.119559,31,secondary,1,single,4,F,companion,1,2036.41,real estate transaction
0,-6961.987332,50,secondary,1,widower/widow,2,F,employee,0,1688.12,real estate transaction
0,384203.6168,57,Secondary,1,civil marriage,1,F,retiree,0,1829.11,commercial real estate purchase
2,-503.6900678,34,higher,0,married,0,F,companion,0,3548.98,residential real estate construction
0,,21,Higher,0,civil marriage,1,M,companion,0,,cars
1,-4735.415089,40,higher,0,married,0,F,employee,0,2352.14,house purchase
0,-834.2524185,47,Secondary,1,married,0,F,employee,0,2311.94,housing
0,-5521.120855,44,higher,0,civil marriage,1,F,employee,0,2873.25,wedding
0,354128.1969,50,secondary,1,single,4,F,retiree,0,988.9,real estate
0,-453.6915136,47,secondary,1,married,0,M,employee,0,2554.64,cars
0,-3303.415755,33,secondary,1,married,0,F,employee,1,1945.01,higher education
0,-3230.361348,48,secondary,1,married,0,F,employee,0,1183.18,getting additional education
2,-5352.813749,44,higher,0,married,0,M,employee,0,2862.81,residential real estate construction
0,-1412.372007,36,secondary,1,single,4,M,employee,0,1094.4,purchase of real estate
0,-118.3863133,57,secondary,1,married,0,F,employee,0,1124.73,car purchase
1,-3972.527576,43,secondary,1,married,0,M,employee,0,2663,commercial real estate purchase
0,352063.174,61,secondary,1,married,0,F,retiree,0,2068.85,education
0,333906.5087,67,secondary,1,married,0,M,retiree,0,1283.13,real estate
2,-774.8957914,29,secondary,1,married,0,F,employee,0,832.49,house purchase
2,,31,ELEMENTARY,3,married,0,F,employee,1,,property transactions
2,-228.6983261,29,secondary,1,married,0,F,companion,0,1629.18,higher education
0,-315.5568234,55,secondary,1,married,0,M,companion,0,1603.36,commercial real estate purchase
0,-4356.447991,54,Incomplete higher,2,married,0,F,employee,0,1425.5,used car purchase
2,-298.6225708,34,Secondary,1,civil marriage,1,F,companion,1,843.55,money for the wedding
0,-3150.935322,52,secondary,1,married,0,F,civil servant,0,2133.88,real estate transactions
0,,30,secondary,1,married,0,F,employee,1,,car
0,-2976.199298,64,secondary,1,married,0,F,companion,0,734.8,education
1,-503.0489603,37,Secondary,1,civil marriage,1,F,civil servant,0,1250.4,housing
0,-2540.655487,47,Secondary,1,married,0,F,companion,0,1323.31,cars
0,-749.6125304,27,higher,0,single,4,M,companion,0,3509.82,property transactions
0,-2717.168751,46,secondary,1,married,0,F,civil servant,0,1572.76,Buying a house to rent
0,393036.8813,60,secondary,1,married,0,M,retiree,0,1423.68,house purchase
1,-3213.269828,30,secondary,1,civil marriage,1,F,companion,0,2072.42,real estate transaction
1,,45,higher,0,married,0,M,companion,0,,higher education
1,-73.98989066,38,higher,0,civil marriage,1,F,employee,0,1456.21,house purchase
1,-5349.567299,54,higher,0,divorced,3,F,companion,0,2989.79,house purchase
0,,46,secondary,1,widower/widow,2,F,companion,0,,commercial real estate transactions
0,371275.9671,52,secondary,1,married,0,F,retiree,0,802.18,real estate construction
0,-3606.663994,28,higher,0,divorced,3,F,employee,0,3559.87,to buy your own car
0,-3849.358815,45,secondary,1,widower/widow,2,F,companion,1,4153.69,commercial real estate purchase
0,-1475.961167,49,secondary,1,widower/widow,2,M,employee,1,2509,real estate construction
2,-739.6291873,33,higher,0,single,4,F,employee,0,3441.35,house purchase
0,-1172.863971,28,SECONDARY,1,married,0,F,employee,0,1374.08,real estate transactions
1,-1224.714188,34,higher,0,married,0,F,companion,1,2188.58,real estate purchase
0,333723.0496,60,secondary,1,widower/widow,2,F,retiree,0,2466.68,purchase of real estate
0,-842.5015805,57,higher,0,single,4,M,companion,0,1506.93,cars
0,-103.5986026,26,Higher,0,married,0,F,civil servant,0,2200.82,house purchase
0,,37,secondary,1,married,0,F,employee,0,,pursue higher education
0,-6256.962661,51,higher,0,civil marriage,1,F,employee,0,2026.44,money for the wedding
1,376314.1987,56,higher,0,civil marriage,1,F,retiree,0,1003.39,house buying for the family
0,366570.2398,65,SECONDARY,1,widower/widow,2,F,retiree,1,1893.27,dealing with a used car
0,-2214.576518,42,higher,0,married,0,M,companion,0,6620.71,car purchase
0,-3354.787166,49,secondary,1,married,0,M,employee,0,1175.37,commercial real estate purchase
1,-1795.349357,48,secondary,1,married,0,F,companion,0,1504.83,residential real estate construction
0,-3946.590579,28,secondary,1,single,4,F,civil servant,0,1999.4,real estate transaction
